Entity,Type,PageRank,Community_ID
CASR,Gene,0.0009350177924159976,0
TXNDC12,Gene,0.0009350177924159976,0
NBPF10,Gene,0.0009350177924159976,0
SERF1B,Gene,0.0009350177924159976,0
SERF1A,Gene,0.0009350177924159976,0
IGHMBP2,Gene,0.0009350177924159976,0
CNTN1,Gene,0.0009350177924159976,0
ZPR1,Gene,0.0009350177924159976,0
PPARA,Gene,0.0009350177924159976,0
POMC,Gene,0.0009350177924159976,0
PSMA6,Gene,0.0009350177924159976,0
EXOSC3,Gene,0.0009350177924159976,0
TNNT2,Gene,0.0009350177924159976,0
GARS1,Gene,0.0009350177924159976,0
APOE,Gene,0.0009350177924159976,0
B4GAT1,Gene,0.0009350177924159976,0
GATA6,Gene,0.0009350177924159976,0
APOA1,Gene,0.0009350177924159976,0
PIK3C2A,Gene,0.0009350177924159976,0
PTGS2,Gene,0.0009350177924159976,0
GGTLC3,Gene,0.0009350177924159976,0
NRXN3,Gene,0.0009350177924159976,0
SNCA,Gene,0.0009350177924159976,0
SLC25A46,Gene,0.0009350177924159976,0
SPTAN1,Gene,0.0009350177924159976,56
sodium citrate,Drug,0.0009350177924159976,0
weight,Phenotype,0.0009350177924159976,1
age,Phenotype,0.0009350177924159976,2
presymptomatic disease-modifying therapy,Drug,0.0009350177924159976,5
STK36,Gene,0.0009350177924159976,0
CHI3L1,Gene,0.0009350177924159976,0
DDIT3,Gene,0.0009350177924159976,0
DNTT,Gene,0.0009350177924159976,0
VIM,Gene,0.0009350177924159976,0
ACHE,Gene,0.0009350177924159976,0
CPOX,Gene,0.0009350177924159976,0
CHM,Gene,0.0009350177924159976,0
TTN,Gene,0.0009350177924159976,0
NRGN,Gene,0.0009350177924159976,0
CFTR,Gene,0.0009350177924159976,0
WRAP53,Gene,0.0009350177924159976,0
SRSF3,Gene,0.0009350177924159976,0
GGTLC5P,Gene,0.0009350177924159976,0
SETX,Gene,0.0009350177924159976,0
GGT1,Gene,0.0009350177924159976,0
S100B,Gene,0.0009350177924159976,0
NCOR2,Gene,0.0009350177924159976,0
BACE1,Gene,0.0009350177924159976,0
C3,Gene,0.0009350177924159976,0
FOXO3,Gene,0.0009350177924159976,0
AOPEP,Gene,0.0009350177924159976,0
GGTLC4P,Gene,0.0009350177924159976,0
LAMA2,Gene,0.0009350177924159976,0
SERPINE1,Gene,0.0009350177924159976,0
C16orf89,Gene,0.0009350177924159976,0
