Entity,Type,PageRank,Community_ID
altered motor cortical GABAergic neurotransmission,Phenotype,0.0009350177924159976,30
antisense oligonucleotides,Drug,0.0009350177924159976,0
combination therapy (nusinersen and OA),Drug,0.0009350177924159976,42
creatinine-to-cystatin C ratio,Phenotype,0.0009350177924159976,0
delandistrogene moxeparvovec,Drug,0.0009350177924159976,5
disease-modifying drugs,Drug,0.0009350177924159976,43
disease-modifying therapy,Drug,0.0009350177924159976,22
early treatment,Drug,0.0009350177924159976,44
forskolin,Drug,0.0009350177924159976,48
gene-based therapy,Drug,0.0009350177924159976,1
glutathione homeostasis defects,Phenotype,0.0009350177924159976,47
haloperidol,Drug,0.0009350177924159976,18
infection burden,Phenotype,0.0009350177924159976,5
ion-channel blockers,Drug,0.0009350177924159976,31
labial pressure,Phenotype,0.0009350177924159976,13
miR-132,Gene,0.0009350177924159976,10
miR-378a,Gene,0.0009350177924159976,3
miR-9,Gene,0.0009350177924159976,10
mild SMA,Phenotype,0.0009350177924159976,49
motor cortex abnormalities,Phenotype,0.0009350177924159976,29
motor function training,Phenotype,0.0009350177924159976,0
motor improvement,Phenotype,0.0009350177924159976,52
myostatin,Protein,0.0009350177924159976,22
myostatin inhibitors,Drug,0.0009350177924159976,31
neuromuscular blocking agents,Drug,0.0009350177924159976,3
neuromuscular modulators,Drug,0.0009350177924159976,31
non-invasive ventilation,Drug,0.0009350177924159976,41
nutritional status,Phenotype,0.0009350177924159976,5
onasemnogene abeparvovec-xioi,Drug,0.0009350177924159976,1
p.Arg288AlafsTer5,Protein,0.0009350177924159976,50
p53,Protein,0.0009350177924159976,24
pERM,Protein,0.0009350177924159976,12
pre-existing immunity to viral vectors,Phenotype,0.0009350177924159976,5
pre-symptomatic treatment,Drug,0.0009350177924159976,51
presymptomatic disease-modifying therapy,Drug,0.0009350177924159976,43
redox imbalance,Phenotype,0.0009350177924159976,3
robot,Drug,0.0009350177924159976,37
robot-assisted training,Drug,0.0009350177924159976,46
salanersen,Drug,0.0009350177924159976,16
scoliosis surgery,Drug,0.0009350177924159976,16
severe SMA,Phenotype,0.0009350177924159976,54
single SMN2 copy,Gene,0.0009350177924159976,55
sodium citrate,Drug,0.0009350177924159976,3
sugammadex,Drug,0.0009350177924159976,3
tofersen,Drug,0.0009350177924159976,3
tongue pressure,Phenotype,0.0009350177924159976,13
treatment,Drug,0.0009350177924159976,0
vWF,Protein,0.0009350177924159976,45
weight,Phenotype,0.0009350177924159976,53
