Entity,Type,PageRank,Community_ID
metabolites,Drug,0.0007304200597102699,56
DMTs,Drug,0.0007304200597102699,123
population PBPK modeling,Method,0.0007304200597102699,49
serum insulin-like growth factor-1,Protein,0.0007304200597102699,48
UFB112,Drug,0.0007304200597102699,55
branaplam,Drug,0.0007304200597102699,54
Cystatin C,Phenotype,0.0007304200597102699,53
MIFS using the Bipolar system,Procedure,0.0007304200597102699,59
CHOP-ATEND,Phenotype,0.0007304200597102699,47
written language disorders,Phenotype,0.0007304200597102699,46
oral language disorders,Phenotype,0.0007304200597102699,45
MFM,Phenotype,0.0007304200597102699,109
alpha motor neurons (MN),Cell,0.0007304200597102699,44
MUMRI,Protein,0.0007304200597102699,58
gastrocnemius muscle,Anatomy,0.0007304200597102699,57
p.S87L,Mutation,0.0007304200597102699,63
MORC2 mutations,Gene,0.0007304200597102699,119
Intronic Splicing Silencer N1 (ISS-N1),GenomicFeature,0.0007304200597102699,62
Survival Motor Neuron 2 (SMN2),Gene,0.0007304200597102699,61
F18MOE,Drug,0.0007304200597102699,39
pNfL,Protein,0.0007304200597102699,57
treatments that inhibit myostatin signaling,Drug,0.0007304200597102699,123
myostatin,Protein,0.0007304200597102699,60
MuSC,Cell,0.0007304200597102699,43
PAX7+ MuSC,Cell,0.0007304200597102699,42
HRUS,Technique,0.0007304200597102699,41
IgA nephropathy (IgAN),Phenotype,0.0007304200597102699,39
SMN2-splicing modifying therapies,Drug,0.0007304200597102699,67
4-copy SMN2 mouse,Model,0.0007304200597102699,66
SMN1 and SMN2,Gene,0.0007304200597102699,39
nusinersen/risdiplam/onosemnogene abeparvovec,Drug,0.0007304200597102699,65
helper viruses,Genes,0.0007304200597102699,64
manufacturing plasmid sequences,Genes,0.0007304200597102699,64
PDD,Drug,0.0007304200597102699,63
VAPB P56S mutation,Mutation,0.0007304200597102699,68
median nerve,Anatomy,0.0007304200597102699,40
circulatory system,Anatomy,0.0007304200597102699,39
neuromuscular junction,Anatomy,0.0007304200597102699,117
glial cells,CellType,0.0007304200597102699,38
motor neurons,CellType,0.0007304200597102699,117
PTCs,Phenotype,0.0007304200597102699,35
nonsense mutations,Genes,0.0007304200597102699,117
heart,Anatomy,0.0007304200597102699,34
antisense oligonucleotides,Drug,0.0007304200597102699,33
glutathione homeostasis defects,Phenotype,0.0007304200597102699,32
PSSG,Protein,0.0007304200597102699,31
CRISPR-Q(KD),Gene,0.0007304200597102699,37
CRISPR-Qa,Gene,0.0007304200597102699,36
Itvisma,Drug,0.0007304200597102699,0
monotherapy,Treatment,0.0007304200597102699,1
onasemnogene abeparvovec-xioi,Drug,0.0007304200597102699,117
Great Ormond Respiratory Score,Phenotype,0.0007304200597102699,5
P546-promoter construct,Drug,0.0007304200597102699,69
MLDP-AS,Assay,0.0007304200597102699,117
SMN2 exons 7 and 8,Gene,0.0007304200597102699,29
exons 2-20 of the DMD gene,Gene,0.0007304200597102699,30
AAV9-IGHMBP2,Drug,0.0007304200597102699,123
IGHMBP2,Gene,0.0007304200597102699,119
Food and Drug Administration,Drug,0.0007304200597102699,117
AAV vectors,Gene,0.0007304200597102699,0
NEUROEQUIP-SMA,Phenotype,0.0007304200597102699,5
baseline CSF GFAP levels,Phenotype,0.0007304200597102699,73
GFAP,Protein,0.0007304200597102699,109
exosomal profiling,Protein,0.0007304200597102699,71
exosomes,Protein,0.0007304200597102699,70
one SMA family,Family,0.0007304200597102699,78
pathogenic variants,Variant,0.0007304200597102699,77
PacBio long-read sequencing,Technology,0.0007304200597102699,76
patients who switched,Patient,0.0007304200597102699,75
1366 patients,Patient,0.0007304200597102699,74
CNS diseases,Disease,0.0007304200597102699,117
genetic testing,Procedure,0.0007304200597102699,25
real-time PCR,Procedure,0.0007304200597102699,24
neonatal screening program,Procedure,0.0007304200597102699,39
taurine,Phenotype,0.0007304200597102699,17
VRK1,Gene,0.0007304200597102699,95
signs and symptoms that may be suggestive of dorsal root ganglia toxicity,Phenotype,0.0007304200597102699,39
neuromuscular modulators,Drug,0.0007304200597102699,57
myostatin inhibitors,Drug,0.0007304200597102699,57
SMN-targeted interventions,Gene,0.0007304200597102699,57
neuromuscular transmission,Phenotype,0.0007304200597102699,60
c.961C>T (p.Arg321Cys),Variant,0.0007304200597102699,96
SMN1,Gene,0.0007304200597102699,57
11 potential proteins,Protein,0.0007304200597102699,10
TRAF6,Protein,0.0007304200597102699,103
YBX1,Protein,0.0007304200597102699,11
"VRK1 (c.961C>T, p.Arg321Cys)",Variant,0.0007304200597102699,97
onasemnogene abeparvovec (OAV101 IT),Drug,0.0007304200597102699,57
nasopharyngitis,Phenotype,0.0007304200597102699,39
pyrexia,Phenotype,0.0007304200597102699,39
intron retention,Phenotype,0.0007304200597102699,102
exon skipping,Phenotype,0.0007304200597102699,102
vomiting,Phenotype,0.0007304200597102699,39
headache,Phenotype,0.0007304200597102699,39
transient thrombocytopenia,Phenotype,0.0007304200597102699,39
hepatotoxicity,Phenotype,0.0007304200597102699,39
neurodevelopmental difficulties,Phenotype,0.0007304200597102699,101
"cognitive, language, and behavioural delays",Phenotype,0.0007304200597102699,100
home-based respiratory physiotherapy,Treatment,0.0007304200597102699,16
gastrointestinal support,Device,0.0007304200597102699,107
respiratory ventilation support devices,Device,0.0007304200597102699,107
SMN2 gene copies,Gene,0.0007304200597102699,107
new etiopathogenic pharmacological treatments,Drug,0.0007304200597102699,106
new phenotypes,Phenotype,0.0007304200597102699,117
telomere length,Phenotype,0.0007304200597102699,105
telomeres,Phenotype,0.0007304200597102699,104
Survival Motor Neuron (SMN) protein,Protein,0.0007304200597102699,39
GABAergic Parvalbumin positive interneurons,Cell,0.0007304200597102699,17
FECH,Protein,0.0007304200597102699,57
Von Willebrand Factor (VWF),Protein,0.0007304200597102699,90
endothelial cell,Cell,0.0007304200597102699,91
blood-spinal cord barrier (BSCB),Barrier,0.0007304200597102699,92
Cx43,Protein,0.0007304200597102699,93
Gap27,Drug,0.0007304200597102699,94
ion-channel blockers,Drug,0.0007304200597102699,57
earlier intervention,Intervention,0.0007304200597102699,114
follow-up score,Score,0.0007304200597102699,113
changes,Change,0.0007304200597102699,112
24 months,Time,0.0007304200597102699,111
18 months,Time,0.0007304200597102699,110
6 months,Time,0.0007304200597102699,108
26 neurology-related proteins,Protein,0.0007304200597102699,9
NEFH,Gene,0.0007304200597102699,26
glycerophospholipids,Phenotype,0.0007304200597102699,8
biogenic amines,Phenotype,0.0007304200597102699,8
acylcarnitines,Phenotype,0.0007304200597102699,8
SKG0201,Drug,0.0007304200597102699,12
earlier treatment,Factor,0.0007304200597102699,20
ThecaFlex DRx,Device,0.0007304200597102699,7
tongue pressure,Phenotype,0.0007304200597102699,72
physical therapy and rehabilitation interventions,Intervention,0.0007304200597102699,107
GNR-100,Drug,0.0007304200597102699,72
SMN2,Gene,0.0007304200597102699,57
VUS2,Gene,0.0007304200597102699,87
Hypomorphs,Gene,0.0007304200597102699,87
DYNC1H1,Gene,0.0007304200597102699,79
SMN2 (Exon 7),Gene,0.0007304200597102699,57
NAIP exon 5,Gene,0.0007304200597102699,13
SMN1-SMN2-NAIP genotypes,Genotype,0.0007304200597102699,14
BICD2,Protein,0.0007304200597102699,99
children/young people with symptomatic SMA,Patient,0.0007304200597102699,116
survival motor neuron 1 gene,Gene,0.0007304200597102699,117
MPT,Phenotype,0.0007304200597102699,88
diagnostic precision,Intervention,0.0007304200597102699,115
S/Z,Phenotype,0.0007304200597102699,88
Vascular abnormalities,Phenotype,0.0007304200597102699,89
CMAP,Phenotype,0.0007304200597102699,15
trunk control training,Protein,0.0007304200597102699,82
Valproic Acid,Drug,0.0007304200597102699,83
IGHMBP2-R605X,Protein,0.0007304200597102699,119
SMA neurons,Cell,0.0007304200597102699,118
neural genes,Gene,0.0007304200597102699,117
SMA patient-specific induced pluripotent stem cells,Cell,0.0007304200597102699,117
labial pressure,Phenotype,0.0007304200597102699,72
4-aminopyridine,Drug,0.0007304200597102699,83
N-acetylcysteine,Drug,0.0007304200597102699,83
10H-phenothiazine,Drug,0.0007304200597102699,84
sleep efficiency domain of the PSQI,Phenotype,0.0007304200597102699,85
global PSQI score,Phenotype,0.0007304200597102699,85
BMI,Phenotype,0.0007304200597102699,86
knee extension mobility,Phenotype,0.0007304200597102699,121
ssAAV9-WT-IGHMBP2 vector,Drug,0.0007304200597102699,120
BDI scores,Phenotype,0.0007304200597102699,86
ESS scores,Phenotype,0.0007304200597102699,86
total SF-36 score,Phenotype,0.0007304200597102699,86
Wild-type SMN1,Gene,0.0007304200597102699,87
nusinersen monotherapy,Treatment,0.0007304200597102699,18
TBCE,Gene,0.0007304200597102699,6
AAV9,Protein,0.0007304200597102699,117
combination therapy,Treatment,0.0007304200597102699,19
bridge therapy,Treatment,0.0007304200597102699,2
myogenesis,Phenotype,0.0007304200597102699,21
sNfL,Phenotype,0.0007304200597102699,4
myogenic regulatory factors,Phenotype,0.0007304200597102699,21
fiber atrophy,Phenotype,0.0007304200597102699,22
metabolic disturbances,Phenotype,0.0007304200597102699,22
dicarboxylic aciduria,Phenotype,0.0007304200597102699,117
leptin proteohormone,Phenotype,0.0007304200597102699,117
axial and intercostal musculature,Phenotype,0.0007304200597102699,22
diaphragm,Phenotype,0.0007304200597102699,22
myostatin inhibition,Therapy,0.0007304200597102699,23
mitochondrial protection,Therapy,0.0007304200597102699,23
switch therapy,Treatment,0.0007304200597102699,3
antisense oligonucleotide (ASO),Drug,0.0007304200597102699,80
BICD2 variant,Gene,0.0007304200597102699,124
IMT,Protein,0.0007304200597102699,81
MLPA,Drug,0.0007304200597102699,26
SMN1/RPP30,Ratio,0.0007304200597102699,27
mifepristone,Drug,0.0007304200597102699,123
powered mobility training,Treatment,0.0007304200597102699,28
CHOP-INTEND,Phenotype,0.0007304200597102699,0
elbow and wrist range of motion,Phenotype,0.0007304200597102699,122
FOXM1,Gene,0.0007304200597102699,117
EP300,Gene,0.0007304200597102699,117
JARID2,Gene,0.0007304200597102699,117
MET,Gene,0.0007304200597102699,117
SCN4A,Gene,0.0007304200597102699,117
FLNC,Gene,0.0007304200597102699,117
ZSWIM8,Gene,0.0007304200597102699,117
ADAM19,Gene,0.0007304200597102699,117
HEY2,Gene,0.0007304200597102699,117
real-time ultrasound-guided intrathecal delivery,Procedure,0.0007304200597102699,98
ZFPM2,Gene,0.0007304200597102699,117
NAIP,Gene,0.0007304200597102699,117
Trisomy 21,Phenotype,0.0007304200597102699,117
glucose metabolic pathway,Phenotype,0.0007304200597102699,117
lipid metabolic pathway,Phenotype,0.0007304200597102699,117
leptin protein,Protein,0.0007304200597102699,117
PLXND1,Gene,0.0007304200597102699,117
ACKR3,Gene,0.0007304200597102699,117
ADAM17,Gene,0.0007304200597102699,117
BAZ1B,Gene,0.0007304200597102699,117
IGF1R,Gene,0.0007304200597102699,117
ABCA3,Gene,0.0007304200597102699,117
KIF7,Gene,0.0007304200597102699,117
MEG3,Gene,0.0007304200597102699,117
NODAL,Gene,0.0007304200597102699,117
ROBO1,Gene,0.0007304200597102699,117
NKX2-5,Gene,0.0007304200597102699,117
MYL11,Gene,0.0007304200597102699,117
MYOG,Gene,0.0007304200597102699,117
ADRA2B,Gene,0.0007304200597102699,117
DNAJB4,Gene,0.0007304200597102699,117
NKX2-1,Gene,0.0007304200597102699,117
STMN1,Gene,0.0007304200597102699,117
SNRPN,Gene,0.0007304200597102699,117
IGF1,Gene,0.0007304200597102699,117
NEFL,Gene,0.0007304200597102699,117
MGRN1,Gene,0.0007304200597102699,117
NR1D2,Gene,0.0007304200597102699,117
SRSF10,Gene,0.0007304200597102699,117
ATP2A1,Gene,0.0007304200597102699,117
SELENON,Gene,0.0007304200597102699,117
PAX3,Gene,0.0007304200597102699,117
SHROOM3,Gene,0.0007304200597102699,117
PDGFRA,Gene,0.0007304200597102699,117
CHD4,Gene,0.0007304200597102699,117
CCN1,Gene,0.0007304200597102699,117
WNT7B,Gene,0.0007304200597102699,117
KLF3,Gene,0.0007304200597102699,117
ERCC2,Gene,0.0007304200597102699,117
ERCC3,Gene,0.0007304200597102699,117
GTF2H1,Gene,0.0007304200597102699,117
GTF2H3,Gene,0.0007304200597102699,117
IFI44,Gene,0.0007304200597102699,117
PRKDC,Gene,0.0007304200597102699,117
SCO2,Gene,0.0007304200597102699,117
UBC,Gene,0.0007304200597102699,117
RPS27A,Gene,0.0007304200597102699,117
UBA52,Gene,0.0007304200597102699,117
UBB,Gene,0.0007304200597102699,117
SYP,Gene,0.0007304200597102699,117
MAPT,Gene,0.0007304200597102699,117
MYH14,Gene,0.0007304200597102699,117
TNF,Gene,0.0007304200597102699,117
GTF2H2,Gene,0.0007304200597102699,117
SERF1B,Gene,0.0007304200597102699,117
SERF1A,Gene,0.0007304200597102699,117
TXNDC12,Gene,0.0007304200597102699,117
NBPF10,Gene,0.0007304200597102699,117
MSTN,Gene,0.0007304200597102699,117
CASR,Gene,0.0007304200597102699,117
MYH6,Gene,0.0007304200597102699,117
GEMIN4,Gene,0.0007304200597102699,117
TTR,Gene,0.0007304200597102699,117
NFASC,Gene,0.0007304200597102699,117
GTF2H5,Gene,0.0007304200597102699,117
WDR77,Gene,0.0007304200597102699,117
FENDRR,Gene,0.0007304200597102699,117
UBA1,Gene,0.0007304200597102699,117
GTF2H4,Gene,0.0007304200597102699,117
LARGE1,Gene,0.0007304200597102699,117
BACE1,Gene,0.0007304200597102699,117
PTGS2,Gene,0.0007304200597102699,117
SNCA,Gene,0.0007304200597102699,117
CFTR,Gene,0.0007304200597102699,117
APOA1,Gene,0.0007304200597102699,117
GATA6,Gene,0.0007304200597102699,117
B4GAT1,Gene,0.0007304200597102699,117
APOE,Gene,0.0007304200597102699,117
GARS1,Gene,0.0007304200597102699,117
POMC,Gene,0.0007304200597102699,117
EXOSC3,Gene,0.0007304200597102699,117
TNNT2,Gene,0.0007304200597102699,117
PPARA,Gene,0.0007304200597102699,117
PSMA6,Gene,0.0007304200597102699,117
ZPR1,Gene,0.0007304200597102699,117
CNTN1,Gene,0.0007304200597102699,117
NRXN3,Gene,0.0007304200597102699,117
LAMA2,Gene,0.0007304200597102699,117
GGTLC4P,Gene,0.0007304200597102699,117
AOPEP,Gene,0.0007304200597102699,117
GGTLC3,Gene,0.0007304200597102699,117
GGTLC5P,Gene,0.0007304200597102699,117
FOXO3,Gene,0.0007304200597102699,117
S100B,Gene,0.0007304200597102699,117
C16orf89,Gene,0.0007304200597102699,117
GGT1,Gene,0.0007304200597102699,117
WRAP53,Gene,0.0007304200597102699,117
SRSF3,Gene,0.0007304200597102699,117
SETX,Gene,0.0007304200597102699,117
SERPINE1,Gene,0.0007304200597102699,117
C3,Gene,0.0007304200597102699,117
NCOR2,Gene,0.0007304200597102699,117
NGF,Gene,0.0007304200597102699,117
CCR,Phenotype,0.0007304200597102699,52
(31)P MRS,Drug,0.0007304200597102699,51
MVC,Phenotype,0.0007304200597102699,50
KCNB1,Gene,0.0007304200597102699,117
DDIT3,Gene,0.0007304200597102699,117
GSR,Gene,0.0007304200597102699,117
STRAP,Gene,0.0007304200597102699,117
TTN,Gene,0.0007304200597102699,117
COX5A,Gene,0.0007304200597102699,117
NRGN,Gene,0.0007304200597102699,117
FGFR3,Gene,0.0007304200597102699,117
LAMC2,Gene,0.0007304200597102699,117
RPE65,Gene,0.0007304200597102699,117
TRH,Gene,0.0007304200597102699,117
DNTT,Gene,0.0007304200597102699,117
DMD,Gene,0.0007304200597102699,117
LEP,Gene,0.0007304200597102699,117
BDNF,Gene,0.0007304200597102699,117
CHKB,Gene,0.0007304200597102699,117
CHKA,Gene,0.0007304200597102699,117
GDNF,Gene,0.0007304200597102699,117
HNRNPA1,Gene,0.0007304200597102699,117
POLG,Gene,0.0007304200597102699,117
ACTB,Gene,0.0007304200597102699,117
CMPK1,Gene,0.0007304200597102699,117
CHIT1,Gene,0.0007304200597102699,117
TP53,Gene,0.0007304200597102699,117
NR3C1,Gene,0.0007304200597102699,117
FUT1,Gene,0.0007304200597102699,117
GCG,Gene,0.0007304200597102699,117
H3P33,Gene,0.0007304200597102699,117
